"","GeneId","Descripcion","Ctrl0hr","Ctrl1hr","Encyst1hr","Ctrl4hr","Encyst4hr","Ctrl8hr","Encyst8hr"
"ACA1_139840","ACA1_139840","receptor mediated endocytosis family member (rme1), putative",124.86,115.28,158.68,114.28,207.35,112.29,247.05
"ACA1_139930","ACA1_139930","hypothetical protein",87.11,96.35,17.33,104.59,10.54,114.5,11.62
"ACA1_140170","ACA1_140170","helicase conserved Cterminal domain containing protein",55.69,53.16,32.65,58.56,24.73,56.84,26.35
"ACA1_140180","ACA1_140180","hypothetical protein",97.64,89.97,51.61,83.85,76.32,80.14,76.31
"ACA1_140270","ACA1_140270","cwf21 protein",64.65,61.47,39.67,62.42,35.49,67.93,37.28
"ACA1_140560","ACA1_140560","RNA polymerase III, putative",122.15,97.64,55.41,120.17,84.01,96.82,101.82
"ACA1_140930","ACA1_140930","isochorismatase domain containing protein 2, mitochondrial, putative",66.41,55.36,77.43,56.29,78.7,56.83,83.58
"ACA1_141770","ACA1_141770","Tim10/DDP family zinc finger superfamily protein",314.65,309.48,42.63,318.17,86.86,256.57,163.88
"ACA1_141800","ACA1_141800","hypothetical protein",56.18,45.84,34.71,37.05,39.27,37.31,36.4
"ACA1_141850","ACA1_141850","NAD(P)H:quinone oxidoreductase, type IV, putative",232.93,294.16,8.27,202.01,1.13,190.19,0.49
"ACA1_141900","ACA1_141900","unspecified product",66.82,57.67,51.51,62.57,67.1,56.15,61.86
"ACA1_141950","ACA1_141950","unspecified product",93.47,95.02,260.53,107.1,201.97,130.38,172.67
"ACA1_141970","ACA1_141970","IGR protein motif protein",175.77,181.22,53,179.09,58.43,157.94,63.13
"ACA1_142010","ACA1_142010","BolA2 protein",302.62,258.33,202.32,263.9,181.51,210.64,207.88
"ACA1_142020","ACA1_142020","hypothetical protein",770.56,802.06,326.26,825.44,403.1,820.55,502.83
"ACA1_142040","ACA1_142040","hypothetical protein",88.7,86.16,60.26,80.26,60.44,75.41,67.4
"ACA1_142080","ACA1_142080","hypothetical protein",1038.06,1139.28,761.52,1163.17,982.17,1194.75,1032.2
"ACA1_142090","ACA1_142090","rRNA metabolism protein, SBDS family",44.17,41.26,56.42,42.9,50.83,39.55,43.89
"ACA1_142110","ACA1_142110","unspecified product",227.54,219.54,111.93,216.4,86.1,208.34,66.53
"ACA1_142120","ACA1_142120","unspecified product",145.96,126,155.83,139.92,168.24,131.84,113.19
"ACA1_142130","ACA1_142130","unspecified product",101.81,92.78,122.91,88.61,123.85,82.96,130.41
"ACA1_142160","ACA1_142160","unspecified product",41.81,52.51,11.56,63.29,22.07,81.67,49.4
"ACA1_142210","ACA1_142210","unspecified product",63.34,59.66,77.07,64.37,66.59,65.96,70.88
"ACA1_142220","ACA1_142220","Yip1 domain family, member 5, putative",53.21,56.25,76.45,51.75,65.54,51.81,71.64
"ACA1_142260","ACA1_142260","unspecified product",73.93,68.89,74.85,75.05,79.2,70.49,79.12
"ACA1_142270","ACA1_142270","mob as tumor suppressorlike protein",76.41,77.49,109.17,58.5,95.65,63.45,89.15
"ACA1_142300","ACA1_142300","eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa isoform 1, putative",214.89,236.45,86.51,210.73,88.84,220.19,84.17
"ACA1_142320","ACA1_142320","hypothetical protein",186.05,152.71,65.75,142.59,161.36,132.25,147.05
"ACA1_142350","ACA1_142350","calreticulin, putative",767.73,673.18,999.4,881.51,711.81,920.76,718.93
"ACA1_142370","ACA1_142370","serine hydroxymethyltransferase",163.14,150.37,177.39,217.08,152.59,224.87,163.53
"ACA1_142390","ACA1_142390","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase",260,264.27,128.47,320.09,84.13,345.11,99.96
"ACA1_142620","ACA1_142620","ATPdependent RNA helicase dbp2, putative",175.37,180.36,66.76,175.25,30.31,146.19,23.87
"ACA1_142630","ACA1_142630","unspecified product",211.27,282.1,266.4,200.04,263.22,214.91,258.99
"ACA1_142650","ACA1_142650","unspecified product",63.07,56.95,69.28,52.72,64.32,53.73,62.58
"ACA1_142670","ACA1_142670","Zinc finger, c2h2 type domain containing protein [Source:UniProtKB/TrEMBL;Acc:L8HAM8]",49.16,48.86,28.71,49.66,34.54,45.21,38.66
"ACA1_142810","ACA1_142810","signal peptidase I, putative",119.03,104.64,137.75,97.49,154.08,92.87,181.63
"ACA1_142830","ACA1_142830","hypothetical protein",124.52,42.23,6,136.69,6.26,110.94,9.27
"ACA1_143280","ACA1_143280","protein transport protein bet1, putative",77.71,66.75,102.83,63.77,99.48,64.92,99.65
"ACA1_143290","ACA1_143290","hypothetical protein",172.99,154.9,258.58,147.03,193.44,141.65,100.99
"ACA1_143310","ACA1_143310","ribosomal L29e protein family",5152.08,5258.8,4310.16,5111.35,3372.64,4521.7,3352.62
"ACA1_143330","ACA1_143330","hypothetical protein",195.53,181.4,290.35,141.69,210.49,137.51,150.33
"ACA1_143590","ACA1_143590","hypothetical protein",40.82,12.31,1.27,41.58,2.94,32.66,5.6
"ACA1_143600","ACA1_143600","hypothetical protein",66.45,70.12,19.91,61.92,27.23,68.98,36.88
"ACA1_143610","ACA1_143610","ribosomal protein S17, putative",184.87,180.11,34.55,171.92,42.73,159.64,58.52
"ACA1_143670","ACA1_143670","ribosomal protein S10p/S20e, putative",141.48,137.84,29.41,144.49,36.36,147.97,40.83
"ACA1_143710","ACA1_143710","vesicle transport V-snare protein, putative",60.04,54.03,57.43,48.18,65.39,48.33,57.31
"ACA1_143750","ACA1_143750","hypothetical protein",60.39,16.4,0.64,65.57,0.26,45.62,0.39
"ACA1_143780","ACA1_143780","FGGAP repeat domain containing protein",145.97,142.64,41.11,154.71,45.42,160,47.72
"ACA1_143790","ACA1_143790","ribosomal protein L24, putative",160.83,167.65,20.27,164.51,26.99,153.28,35.02
"ACA1_143800","ACA1_143800","ribosome biogenesis protein nop16 protein",154.85,182.55,3.72,146.69,9.26,137.87,14.58
"ACA1_143810","ACA1_143810","hypothetical protein",76.01,73.73,14.96,84.55,50.88,96.53,51.7
"ACA1_143920","ACA1_143920","nicalin, putative",66.42,57.65,1.99,62.88,3.17,58.88,3.81
"ACA1_143960","ACA1_143960","60s Acidic ribosomal protein",4526.62,4379.47,3217.79,4313.29,2062.52,3978.28,1592.59
"ACA1_144020","ACA1_144020","Fbox domain containing protein",65.22,67.29,13.77,75.28,12.28,75.19,17.43
"ACA1_144030","ACA1_144030","dual specificity phosphatase, catalytic domain containing protein",49.15,59.73,84.2,55.48,84.79,51.33,54.69
"ACA1_144100","ACA1_144100","hypothetical protein",48.44,45.72,73.65,48.34,117.22,50.59,149.9
"ACA1_144200","ACA1_144200","PH domain containing protein",491.33,412.77,281.37,504.45,281.8,457.8,230.6
"ACA1_144210","ACA1_144210","hypothetical protein",407.61,365.93,97.36,386.37,394.76,358.94,384.6
"ACA1_144230","ACA1_144230","Rap/ranGAP domain containing protein",69.03,65.73,59.42,66.53,70.79,69.95,72.59
"ACA1_144260","ACA1_144260","hypothetical protein",67.13,58.64,49.89,53.68,42.24,57.85,33.97
"ACA1_144350","ACA1_144350","nitrilase 1 isoform 1, putative",52.37,51.46,53.07,44.33,56.85,46.76,67.41
"ACA1_144380","ACA1_144380","S1 RNA binding domain containing protein",50.41,50.98,52.32,53.18,41.12,58.71,40.1
"ACA1_144400","ACA1_144400","WD repeat protein WDR3, putative",80.07,82.32,20.96,81.82,11.72,80.02,13.16
"ACA1_144440","ACA1_144440","SNF2 family Nterminal domain containing protein",144.72,148.41,111.57,166.46,122.64,179.77,116.18
"ACA1_144570","ACA1_144570","X7, putative",74.72,72.36,68.67,89.43,89.08,107.69,82.14
"ACA1_144850","ACA1_144850","rhodaneselike domain containing protein",134.15,124.35,35.36,149.27,48.77,149.57,62.43
"ACA1_144880","ACA1_144880","hypothetical protein",69.8,57.17,107.75,50.24,77.07,48.76,76.29
"ACA1_144890","ACA1_144890","phosphoenolpyruvate phosphomutase",545.25,481.81,35.62,569.05,66.08,632.7,166.21
"ACA1_144900","ACA1_144900","phosphoenolpyruvate phosphomutase",654.3,580.97,63.57,666.54,105.08,736.7,203.31
"ACA1_144920","ACA1_144920","IgA Peptidase M64 protein",86.32,65.72,39.93,70.85,121.42,69.94,176.26
"ACA1_144930","ACA1_144930","acetyltransferase",54.89,51.36,131.74,52.49,157.55,50.25,169.82
"ACA1_145060","ACA1_145060","actin subfamily protein",315.85,354.63,951.56,282.07,569.74,373.68,301.37
"ACA1_145170","ACA1_145170","carrier superfamily protein",43.96,38.49,29.15,41.56,14.85,39.28,14.45
"ACA1_145220","ACA1_145220","prefoldin subunit 2, putative",204.64,177.09,187.5,196.43,260.39,166.71,293.38
"ACA1_145250","ACA1_145250","hypothetical protein",52.51,46.07,27.19,48.23,32.61,44.94,32.37
"ACA1_145270","ACA1_145270","7fold repeat in clathrin and VPS proteins repeat-containing protein",43.38,36.36,29.61,42.42,38.77,44.34,33.65
"ACA1_145530","ACA1_145530","hypothetical protein",204.34,192.69,175,181.27,115.08,149.19,104.32
"ACA1_145760","ACA1_145760","Legumelike lectin family protein",45.74,41.09,52.97,45.7,43.03,47.94,43.38
"ACA1_145770","ACA1_145770","hypothetical protein",71.15,68.99,112.63,78.52,140.08,89.02,164.62
"ACA1_145820","ACA1_145820","ubiquitinactivating enzyme E1 1, putative",70.83,77.67,74.35,81.77,35.88,88.1,23.02
"ACA1_145840","ACA1_145840","hypothetical protein",83.71,77.66,50.08,88.57,71.7,88.74,88.68
"ACA1_145910","ACA1_145910","Ankyrin repeatcontaining protein",66.99,43.91,5.39,83.83,9.13,86.6,12.42
"ACA1_146580","ACA1_146580","hypothetical protein",66.79,62.36,97.41,61.83,104.95,62.19,113.24
"ACA1_146610","ACA1_146610","protein kinase domain containing protein",48.94,39.3,25.35,53.68,30.39,60.07,27.19
"ACA1_146620","ACA1_146620","membrane protein",70.95,69.97,38.31,61.82,42.64,63.46,66.59
"ACA1_147760","ACA1_147760","hypothetical protein",77.97,6.76,417.63,30.35,645.21,44.05,585.18
"ACA1_148460","ACA1_148460","hypothetical protein",65.96,85.94,17.48,58.12,26.19,53.09,38.35
"ACA1_148480","ACA1_148480","I/LWEQ domain containing protein",95.96,89.31,109.55,91.09,90.69,97.42,101.75
"ACA1_149030","ACA1_149030","thioredoxin domain containing protein",39.71,37.82,24.35,38.14,24.73,36.32,29.32
"ACA1_149150","ACA1_149150","GATA zinc finger domain containing protein",86.26,22.63,67.16,57.06,62.2,102.33,60.09
"ACA1_149170","ACA1_149170","selT/selW/selH selenoprotein domain containing protein",85.09,58.82,196.4,62.53,390.78,44.02,499.22
"ACA1_149260","ACA1_149260","actinrelated protein ARPC3, putative",675.16,595.47,1198.58,662.15,1154.82,602.42,873.92
"ACA1_149270","ACA1_149270","MIF4G domain containing protein",57.59,49.69,43.07,61.69,35.46,58.59,36.4
"ACA1_149310","ACA1_149310","MAPEG domain containing protein",367.97,356.62,374.44,392,594.99,392.13,811.01
"ACA1_149350","ACA1_149350","phosphatidate cytidylyltransferase",60.77,55.62,21.02,62.37,21.67,56.1,21.88
"ACA1_149380","ACA1_149380","ribose 5phosphate isomerase A, putative",64.64,59.19,80.04,62.44,86.71,58.13,114.8
"ACA1_149400","ACA1_149400","transport protein Sec61 alpha subunit, putative",92.54,79.93,46.02,106.15,28.57,115.71,31.48
"ACA1_149460","ACA1_149460","LSM domain containing protein",77.71,68.26,81.92,66.15,80.66,53.47,80.93
"ACA1_149530","ACA1_149530","elongation factor Tu GTP binding domain containing protein",48.34,44.75,49.35,54.4,40.09,58.87,37.68
"ACA1_149820","ACA1_149820","ribosomal protein L49, putative",295.51,305.2,96.99,281.05,79.31,251.5,86.25
"ACA1_149830","ACA1_149830","protein disulfideisomerase domain containing protein",108.22,97.09,59.94,110.94,48.97,91.25,60.06
"ACA1_149890","ACA1_149890","ribosomal protein S7p/S5e, putative",2118.73,2146.73,1888.16,2271.63,1562.29,2207.25,1440.43
"ACA1_149940","ACA1_149940","glycine cleavage system T protein",250.34,241.58,151.82,262,129.29,269.11,143.25
"ACA1_149990","ACA1_149990","ubiquitin domain containing protein",77.25,302.37,402.96,135.7,389.28,154.74,652.23
"ACA1_150030","ACA1_150030","hypothetical protein",341.24,358.99,71.75,398.87,100.45,380.6,113.27
"ACA1_150100","ACA1_150100","spermidine synthase",128.69,146.92,61.83,165.58,12.61,176.23,8.19
"ACA1_150200","ACA1_150200","hypothetical protein",91.72,84.89,57.97,116.44,59.68,123.42,50.66
"ACA1_150310","ACA1_150310","hypothetical protein",51.69,56.41,1.18,44.2,2.06,39.98,3.33
"ACA1_150550","ACA1_150550","hypothetical protein",251.27,229.17,357.72,348.19,270.47,334.9,289.92
"ACA1_150560","ACA1_150560","hypothetical protein",136.14,108.89,138.98,102.54,152.94,85.52,137.45
"ACA1_150570","ACA1_150570","rhodaneselike domain containing protein",125.49,122.08,229.12,78.97,233.87,80.45,234.58
"ACA1_150590","ACA1_150590","vacuolar ATP synthase subunit F, putative",598.01,584.04,218.78,578.7,537.38,584.26,606.7
"ACA1_151080","ACA1_151080","ribosomal protein L3, putative",163,162.03,43.49,172.3,38.6,166.88,38.41
"ACA1_151100","ACA1_151100","isoform 2 of serologically defined colon cancer antigen 1 family protein",40.82,39.64,56.21,37.99,40.04,44.59,35.6
"ACA1_151110","ACA1_151110","Sec23/Sec24 trunk domain containing protein",91.55,84.32,102.73,93.71,87.72,100.64,97.96
"ACA1_151230","ACA1_151230","ribosomal protein S12, putative",8123.82,8537.07,7457.34,8566.64,6139.56,8175.15,5811.68
"ACA1_151250","ACA1_151250","glycine cleavage Tprotein (aminomethyl transferase) domain containing protein",57.77,56.13,45.35,54.52,41.48,52.18,45.93
"ACA1_151290","ACA1_151290","endonuclease/exonuclease/phosphatase family protein",55.62,41.36,40.3,50.89,31.76,48.85,29.62
"ACA1_151300","ACA1_151300","TIM21 protein",94.83,76.88,35.16,108.1,32.11,100.71,31.04
"ACA1_151330","ACA1_151330","Ser/Thr phosphatase family protein",39.86,31.2,88.34,28.88,171.13,37.24,130.79
"ACA1_151370","ACA1_151370","diacylglycerol O-acyltransferase, putative",69.61,61.08,44.72,55.79,16.26,79.55,20.96
"ACA1_151380","ACA1_151380","hypothetical protein",254.49,211.12,113.34,202.62,167.99,190.66,164.85
"ACA1_151400","ACA1_151400","hypothetical protein",40.14,1.53,134.14,12.18,101.03,26.27,86.52
"ACA1_152940","ACA1_152940","hypothetical protein",335.57,330.3,234.3,316.84,208.26,288.19,164.32
"ACA1_152950","ACA1_152950","ubiquitin-conjugating enzyme family protein",375.3,341.87,482.91,322.98,523.45,289.44,487.57
"ACA1_152960","ACA1_152960","malate dehydrogenase",369.12,373.64,290.52,424.19,215.08,454.58,196.54
"ACA1_153040","ACA1_153040","thioredoxin reductase 1, cytoplasmic, putative",175.85,181.07,101.82,173.37,77.89,176.43,73.76
"ACA1_153270","ACA1_153270","cytochrome b-like heme/steroid binding domain containing protein",355.02,335.94,149.43,416.1,138.51,432.67,175.82
"ACA1_153610","ACA1_153610","hypothetical protein",409.93,377.18,412.2,426.2,413.97,378.99,332.07
"ACA1_153650","ACA1_153650","pterin4-alpha-carbinolamine dehydratase",63.49,48.89,65.26,46.37,80.7,36.64,76.47
"ACA1_153660","ACA1_153660","DAD family protein",239.11,230.11,235.22,215.76,311.5,226.87,318.26
"ACA1_153690","ACA1_153690","hypothetical protein",48.1,76.57,106.96,56.79,9.02,88.59,2.98
"ACA1_154210","ACA1_154210","unspecified product",64.41,55.73,27.23,66.74,33.38,68.07,31.02
"ACA1_154230","ACA1_154230","hypothetical protein",256.51,261.98,127.79,215.22,137.31,203.7,109.26
"ACA1_154250","ACA1_154250","unspecified product",48.78,65.44,55.33,63.62,114.45,67.57,223.1
"ACA1_154550","ACA1_154550","unspecified product",133.5,134.9,97.78,141.28,63.7,139.98,75.4
"ACA1_154670","ACA1_154670","class II glutamine amidotransferase/glutamate synthase central domain containing protein",61.1,82.4,93.15,62.57,14.22,65.68,13.59
"ACA1_154680","ACA1_154680","unspecified product",70.25,91.79,112.89,68.76,17.7,70.77,13.96
"ACA1_155100","ACA1_155100","Tim10/DDP family zinc finger superfamily protein",92.3,87.16,90.22,90.22,119.2,86.87,91.86
"ACA1_155150","ACA1_155150","hypothetical protein",40.76,42.64,43.11,38.54,53.69,31.97,48.64
"ACA1_155160","ACA1_155160","hypothetical protein",71.45,70.31,64.08,77.51,53.05,76.84,46.48
"ACA1_155240","ACA1_155240","hypothetical protein",91.7,79.43,70.23,79.95,67.49,91.47,62.61
"ACA1_155260","ACA1_155260","Flap endonuclease 1 [Source:UniProtKB/TrEMBL;Acc:L8GZD0]",41.51,13.02,1.28,43.1,1.84,31.76,2.62
"ACA1_155420","ACA1_155420","unspecified product",109.48,102.67,99.92,110.33,103.26,115.99,120.18
"ACA1_155460","ACA1_155460","unspecified product",56.78,65.39,64.35,78.72,59.87,76.36,58.54
"ACA1_155480","ACA1_155480","unspecified product",419.98,409.45,1093.88,371.36,1006.07,386.49,879.37
"ACA1_155550","ACA1_155550","unspecified product",98.07,85.69,247.18,93.75,162.26,86.91,168.5
"ACA1_155560","ACA1_155560","aspartate aminotransferase, cytoplasmic, putative",49.23,48.5,45.89,52.05,26.2,60.46,19.95
"ACA1_155700","ACA1_155700","condensin complex component SMC1, putative",50.6,18.2,3.76,58.12,9.89,51.23,11.48
"ACA1_155770","ACA1_155770","paired amphipathic helix repeat-containing protein",91.3,54.79,83.62,97.04,109.65,93.69,165.98
"ACA1_155800","ACA1_155800","hypothetical protein",57.47,35.49,134.96,52.87,83.27,39.82,76.01
"ACA1_156080","ACA1_156080","aminoacylase 1, putative",47.58,43.66,60.58,39.82,64.89,40.19,79.5
"ACA1_156470","ACA1_156470","hypothetical protein",44.41,48.99,16.21,30.33,13.6,57.38,17.62
"ACA1_156480","ACA1_156480","SPFH domain / Band 7 family protein",106.58,104.08,100.05,117.94,93.89,118.05,106.33
"ACA1_156870","ACA1_156870","FAD/FMNcontaining oxidoreductase",124.35,62.17,345.04,93.12,522.62,99.91,352.87
"ACA1_157240","ACA1_157240","hypothetical protein",55.16,62.02,34.63,55.07,13.05,54.51,5.92
"ACA1_157270","ACA1_157270","DEAD box RNA helicase",197.99,221.39,3.73,190.8,6.98,165.78,9.63
"ACA1_157280","ACA1_157280","SYF2 splicing factor, putative",62.66,62.8,86.43,59.77,103.82,57.57,111.13
"ACA1_157330","ACA1_157330","adenylate kinase superfamily protein",49.93,48.96,61.63,50.13,58.31,52.28,63.65
"ACA1_157510","ACA1_157510","CMP/dCMP deaminase, zincbinding, putative",53.92,56.85,27.42,49.37,32.18,44.88,39.14
"ACA1_157540","ACA1_157540","Prokumamolisin, activation domain containing protein",41.02,38.69,27.25,44.42,32.82,41.04,23.53
"ACA1_157750","ACA1_157750","COMM domain containing 9, putative",110.12,97.08,58.37,87.65,97.2,85.83,100.95
"ACA1_157770","ACA1_157770","uracilDNA glycosylase",52.88,41.52,24.98,47.34,23.24,44.07,15.9
"ACA1_157890","ACA1_157890","RNA binding motif protein",96.91,100.04,8.04,90.13,10.12,93.57,11.11
"ACA1_157930","ACA1_157930","protein sey1, putative",57.95,39.19,21.54,57.99,27.13,54.63,31.75
"ACA1_157940","ACA1_157940","histidine acid phosphatase superfamily protein",89.35,93.79,37.36,96.28,47.73,94.09,56.47
"ACA1_157980","ACA1_157980","protein kinase domain containing protein",50.15,45.55,82.74,50.4,104.32,53.53,110.33
"ACA1_158020","ACA1_158020","hypothetical protein",59.57,55.62,106.05,59.5,94.55,63.19,91.47
"ACA1_158030","ACA1_158030","hypothetical protein",235.06,210.69,378.05,226.03,345.97,198.08,346.4
"ACA1_158040","ACA1_158040","Tim44 family domain containing protein",103.28,101.55,79.27,109.72,75.75,96.09,84.51
"ACA1_158170","ACA1_158170","ribosome biogenesis pescadillolike protein",143.85,161.64,19.14,149,19.45,142.72,21.62
"ACA1_158180","ACA1_158180","eukaryotic translation initiation factor eif2a protein",69.65,66.57,48.3,69.09,44.97,62.31,44.93
"ACA1_158190","ACA1_158190","hypothetical protein",60.39,62.15,48.93,67.74,39.67,68.56,43.28
"ACA1_158440","ACA1_158440","coiled-coil domain containing 53, putative",99.46,77.16,57.97,93.76,81.48,79.68,70.79
"ACA1_158450","ACA1_158450","ubiquitinconjugating enzyme, putative",146.38,164.48,143.2,167.3,123.54,195.6,134.83
"ACA1_158790","ACA1_158790","2cys peroxiredoxin, putative",137.5,123.32,275.33,128.24,249.65,129.27,241.71
"ACA1_158800","ACA1_158800","iron sulfur assembly protein 1, putative",62.73,83.03,88.07,64.74,93.12,59.01,136.48
"ACA1_158810","ACA1_158810","epsilon subunit of coatomer protein complex isoform 1, putative",133.39,121.48,181.16,118.11,170.25,118.88,176.51
"ACA1_158890","ACA1_158890","hypothetical protein",55.48,58.18,82.44,55.3,63.28,61.46,77.16
"ACA1_158920","ACA1_158920","hypothetical protein",41.89,42.2,35.67,39.36,40.4,43.8,46.41
"ACA1_158930","ACA1_158930","hypothetical protein",73.51,59.44,82.87,70.87,65.2,75.93,61.98
"ACA1_159020","ACA1_159020","hypothetical protein",80.88,75.87,15.71,84.55,19.23,71.13,27.8
"ACA1_159110","ACA1_159110","hypothetical protein",446.1,347.86,822.45,327.72,1155.36,276.74,1377.1
"ACA1_159130","ACA1_159130","hypothetical protein",68.42,68.79,60.71,77.41,49.03,76.17,57.05
"ACA1_159440","ACA1_159440","developmentally regulated GTP binding protein 2, putative",57.15,54.75,33.51,53.6,42.05,50.83,50.17
"ACA1_159830","ACA1_159830","proteasome subunit beta type4, putative",71.67,69.13,229.71,64.55,100.38,66.04,72.82
