"","GeneId","Descripcion","Ctrl0hr","Encyst1hr","Encyst4hr","Encyst8hr"
"ACA1_139540","ACA1_139540","protein serine/threonine kinase",355.59,459.43,438.61,361.44
"ACA1_139550","ACA1_139550","nadph cytochrome P450, putative",101.25,68.79,62.98,71.87
"ACA1_139810","ACA1_139810","UDPglucose dehydrogenase",155.31,64.55,20.52,10.96
"ACA1_139830","ACA1_139830","eukaryotic translation initiation factor 3 subunit 6 interacting family protein",245.02,45.58,39.35,40.01
"ACA1_139840","ACA1_139840","receptor mediated endocytosis family member (rme1), putative",124.86,158.68,207.35,247.05
"ACA1_139930","ACA1_139930","hypothetical protein",87.11,17.33,10.54,11.62
"ACA1_140170","ACA1_140170","helicase conserved Cterminal domain containing protein",55.69,32.65,24.73,26.35
"ACA1_140180","ACA1_140180","hypothetical protein",97.64,51.61,76.32,76.31
"ACA1_140270","ACA1_140270","cwf21 protein",64.65,39.67,35.49,37.28
"ACA1_140560","ACA1_140560","RNA polymerase III, putative",122.15,55.41,84.01,101.82
"ACA1_140930","ACA1_140930","isochorismatase domain containing protein 2, mitochondrial, putative",66.41,77.43,78.7,83.58
"ACA1_141770","ACA1_141770","Tim10/DDP family zinc finger superfamily protein",314.65,42.63,86.86,163.88
"ACA1_141800","ACA1_141800","hypothetical protein",56.18,34.71,39.27,36.4
"ACA1_141850","ACA1_141850","NAD(P)H:quinone oxidoreductase, type IV, putative",232.93,8.27,1.13,0.49
"ACA1_141900","ACA1_141900","unspecified product",66.82,51.51,67.1,61.86
"ACA1_141950","ACA1_141950","unspecified product",93.47,260.53,201.97,172.67
"ACA1_141970","ACA1_141970","IGR protein motif protein",175.77,53,58.43,63.13
"ACA1_142010","ACA1_142010","BolA2 protein",302.62,202.32,181.51,207.88
"ACA1_142020","ACA1_142020","hypothetical protein",770.56,326.26,403.1,502.83
"ACA1_142040","ACA1_142040","hypothetical protein",88.7,60.26,60.44,67.4
"ACA1_142080","ACA1_142080","hypothetical protein",1038.06,761.52,982.17,1032.2
"ACA1_142090","ACA1_142090","rRNA metabolism protein, SBDS family",44.17,56.42,50.83,43.89
"ACA1_142110","ACA1_142110","unspecified product",227.54,111.93,86.1,66.53
"ACA1_142120","ACA1_142120","unspecified product",145.96,155.83,168.24,113.19
"ACA1_142130","ACA1_142130","unspecified product",101.81,122.91,123.85,130.41
"ACA1_142160","ACA1_142160","unspecified product",41.81,11.56,22.07,49.4
"ACA1_142210","ACA1_142210","unspecified product",63.34,77.07,66.59,70.88
"ACA1_142220","ACA1_142220","Yip1 domain family, member 5, putative",53.21,76.45,65.54,71.64
"ACA1_142260","ACA1_142260","unspecified product",73.93,74.85,79.2,79.12
"ACA1_142270","ACA1_142270","mob as tumor suppressorlike protein",76.41,109.17,95.65,89.15
"ACA1_142300","ACA1_142300","eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa isoform 1, putative",214.89,86.51,88.84,84.17
"ACA1_142320","ACA1_142320","hypothetical protein",186.05,65.75,161.36,147.05
"ACA1_142350","ACA1_142350","calreticulin, putative",767.73,999.4,711.81,718.93
"ACA1_142370","ACA1_142370","serine hydroxymethyltransferase",163.14,177.39,152.59,163.53
"ACA1_142390","ACA1_142390","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase",260,128.47,84.13,99.96
"ACA1_142620","ACA1_142620","ATPdependent RNA helicase dbp2, putative",175.37,66.76,30.31,23.87
"ACA1_142630","ACA1_142630","unspecified product",211.27,266.4,263.22,258.99
"ACA1_142650","ACA1_142650","unspecified product",63.07,69.28,64.32,62.58
"ACA1_142670","ACA1_142670","Zinc finger, c2h2 type domain containing protein [Source:UniProtKB/TrEMBL;Acc:L8HAM8]",49.16,28.71,34.54,38.66
"ACA1_142810","ACA1_142810","signal peptidase I, putative",119.03,137.75,154.08,181.63
"ACA1_142830","ACA1_142830","hypothetical protein",124.52,6,6.26,9.27
"ACA1_143280","ACA1_143280","protein transport protein bet1, putative",77.71,102.83,99.48,99.65
"ACA1_143290","ACA1_143290","hypothetical protein",172.99,258.58,193.44,100.99
"ACA1_143310","ACA1_143310","ribosomal L29e protein family",5152.08,4310.16,3372.64,3352.62
"ACA1_143330","ACA1_143330","hypothetical protein",195.53,290.35,210.49,150.33
"ACA1_143590","ACA1_143590","hypothetical protein",40.82,1.27,2.94,5.6
"ACA1_143600","ACA1_143600","hypothetical protein",66.45,19.91,27.23,36.88
"ACA1_143610","ACA1_143610","ribosomal protein S17, putative",184.87,34.55,42.73,58.52
"ACA1_143670","ACA1_143670","ribosomal protein S10p/S20e, putative",141.48,29.41,36.36,40.83
"ACA1_143710","ACA1_143710","vesicle transport V-snare protein, putative",60.04,57.43,65.39,57.31
"ACA1_143750","ACA1_143750","hypothetical protein",60.39,0.64,0.26,0.39
"ACA1_143780","ACA1_143780","FGGAP repeat domain containing protein",145.97,41.11,45.42,47.72
"ACA1_143790","ACA1_143790","ribosomal protein L24, putative",160.83,20.27,26.99,35.02
"ACA1_143800","ACA1_143800","ribosome biogenesis protein nop16 protein",154.85,3.72,9.26,14.58
"ACA1_143810","ACA1_143810","hypothetical protein",76.01,14.96,50.88,51.7
"ACA1_143920","ACA1_143920","nicalin, putative",66.42,1.99,3.17,3.81
"ACA1_143960","ACA1_143960","60s Acidic ribosomal protein",4526.62,3217.79,2062.52,1592.59
"ACA1_144020","ACA1_144020","Fbox domain containing protein",65.22,13.77,12.28,17.43
"ACA1_144030","ACA1_144030","dual specificity phosphatase, catalytic domain containing protein",49.15,84.2,84.79,54.69
"ACA1_144100","ACA1_144100","hypothetical protein",48.44,73.65,117.22,149.9
"ACA1_144200","ACA1_144200","PH domain containing protein",491.33,281.37,281.8,230.6
"ACA1_144210","ACA1_144210","hypothetical protein",407.61,97.36,394.76,384.6
"ACA1_144230","ACA1_144230","Rap/ranGAP domain containing protein",69.03,59.42,70.79,72.59
"ACA1_144260","ACA1_144260","hypothetical protein",67.13,49.89,42.24,33.97
"ACA1_144350","ACA1_144350","nitrilase 1 isoform 1, putative",52.37,53.07,56.85,67.41
"ACA1_144380","ACA1_144380","S1 RNA binding domain containing protein",50.41,52.32,41.12,40.1
"ACA1_144400","ACA1_144400","WD repeat protein WDR3, putative",80.07,20.96,11.72,13.16
"ACA1_144440","ACA1_144440","SNF2 family Nterminal domain containing protein",144.72,111.57,122.64,116.18
"ACA1_144570","ACA1_144570","X7, putative",74.72,68.67,89.08,82.14
"ACA1_144850","ACA1_144850","rhodaneselike domain containing protein",134.15,35.36,48.77,62.43
"ACA1_144880","ACA1_144880","hypothetical protein",69.8,107.75,77.07,76.29
"ACA1_144890","ACA1_144890","phosphoenolpyruvate phosphomutase",545.25,35.62,66.08,166.21
"ACA1_144900","ACA1_144900","phosphoenolpyruvate phosphomutase",654.3,63.57,105.08,203.31
"ACA1_144920","ACA1_144920","IgA Peptidase M64 protein",86.32,39.93,121.42,176.26
"ACA1_144930","ACA1_144930","acetyltransferase",54.89,131.74,157.55,169.82
"ACA1_145060","ACA1_145060","actin subfamily protein",315.85,951.56,569.74,301.37
"ACA1_145170","ACA1_145170","carrier superfamily protein",43.96,29.15,14.85,14.45
"ACA1_145220","ACA1_145220","prefoldin subunit 2, putative",204.64,187.5,260.39,293.38
"ACA1_145250","ACA1_145250","hypothetical protein",52.51,27.19,32.61,32.37
"ACA1_145270","ACA1_145270","7fold repeat in clathrin and VPS proteins repeat-containing protein",43.38,29.61,38.77,33.65
"ACA1_145530","ACA1_145530","hypothetical protein",204.34,175,115.08,104.32
"ACA1_145760","ACA1_145760","Legumelike lectin family protein",45.74,52.97,43.03,43.38
"ACA1_145770","ACA1_145770","hypothetical protein",71.15,112.63,140.08,164.62
"ACA1_145820","ACA1_145820","ubiquitinactivating enzyme E1 1, putative",70.83,74.35,35.88,23.02
"ACA1_145840","ACA1_145840","hypothetical protein",83.71,50.08,71.7,88.68
"ACA1_145910","ACA1_145910","Ankyrin repeatcontaining protein",66.99,5.39,9.13,12.42
"ACA1_146580","ACA1_146580","hypothetical protein",66.79,97.41,104.95,113.24
"ACA1_146610","ACA1_146610","protein kinase domain containing protein",48.94,25.35,30.39,27.19
"ACA1_146620","ACA1_146620","membrane protein",70.95,38.31,42.64,66.59
"ACA1_147760","ACA1_147760","hypothetical protein",77.97,417.63,645.21,585.18
"ACA1_148460","ACA1_148460","hypothetical protein",65.96,17.48,26.19,38.35
"ACA1_148480","ACA1_148480","I/LWEQ domain containing protein",95.96,109.55,90.69,101.75
"ACA1_149030","ACA1_149030","thioredoxin domain containing protein",39.71,24.35,24.73,29.32
"ACA1_149150","ACA1_149150","GATA zinc finger domain containing protein",86.26,67.16,62.2,60.09
"ACA1_149170","ACA1_149170","selT/selW/selH selenoprotein domain containing protein",85.09,196.4,390.78,499.22
"ACA1_149260","ACA1_149260","actinrelated protein ARPC3, putative",675.16,1198.58,1154.82,873.92
"ACA1_149270","ACA1_149270","MIF4G domain containing protein",57.59,43.07,35.46,36.4
"ACA1_149310","ACA1_149310","MAPEG domain containing protein",367.97,374.44,594.99,811.01
"ACA1_149350","ACA1_149350","phosphatidate cytidylyltransferase",60.77,21.02,21.67,21.88
"ACA1_149380","ACA1_149380","ribose 5phosphate isomerase A, putative",64.64,80.04,86.71,114.8
"ACA1_149400","ACA1_149400","transport protein Sec61 alpha subunit, putative",92.54,46.02,28.57,31.48
"ACA1_149460","ACA1_149460","LSM domain containing protein",77.71,81.92,80.66,80.93
"ACA1_149530","ACA1_149530","elongation factor Tu GTP binding domain containing protein",48.34,49.35,40.09,37.68
"ACA1_149820","ACA1_149820","ribosomal protein L49, putative",295.51,96.99,79.31,86.25
"ACA1_149830","ACA1_149830","protein disulfideisomerase domain containing protein",108.22,59.94,48.97,60.06
"ACA1_149890","ACA1_149890","ribosomal protein S7p/S5e, putative",2118.73,1888.16,1562.29,1440.43
"ACA1_149940","ACA1_149940","glycine cleavage system T protein",250.34,151.82,129.29,143.25
"ACA1_149990","ACA1_149990","ubiquitin domain containing protein",77.25,402.96,389.28,652.23
"ACA1_150030","ACA1_150030","hypothetical protein",341.24,71.75,100.45,113.27
"ACA1_150100","ACA1_150100","spermidine synthase",128.69,61.83,12.61,8.19
"ACA1_150200","ACA1_150200","hypothetical protein",91.72,57.97,59.68,50.66
"ACA1_150310","ACA1_150310","hypothetical protein",51.69,1.18,2.06,3.33
"ACA1_150550","ACA1_150550","hypothetical protein",251.27,357.72,270.47,289.92
"ACA1_150560","ACA1_150560","hypothetical protein",136.14,138.98,152.94,137.45
"ACA1_150570","ACA1_150570","rhodaneselike domain containing protein",125.49,229.12,233.87,234.58
"ACA1_150590","ACA1_150590","vacuolar ATP synthase subunit F, putative",598.01,218.78,537.38,606.7
"ACA1_151080","ACA1_151080","ribosomal protein L3, putative",163,43.49,38.6,38.41
"ACA1_151100","ACA1_151100","isoform 2 of serologically defined colon cancer antigen 1 family protein",40.82,56.21,40.04,35.6
"ACA1_151110","ACA1_151110","Sec23/Sec24 trunk domain containing protein",91.55,102.73,87.72,97.96
"ACA1_151230","ACA1_151230","ribosomal protein S12, putative",8123.82,7457.34,6139.56,5811.68
"ACA1_151250","ACA1_151250","glycine cleavage Tprotein (aminomethyl transferase) domain containing protein",57.77,45.35,41.48,45.93
"ACA1_151290","ACA1_151290","endonuclease/exonuclease/phosphatase family protein",55.62,40.3,31.76,29.62
"ACA1_151300","ACA1_151300","TIM21 protein",94.83,35.16,32.11,31.04
"ACA1_151330","ACA1_151330","Ser/Thr phosphatase family protein",39.86,88.34,171.13,130.79
"ACA1_151370","ACA1_151370","diacylglycerol O-acyltransferase, putative",69.61,44.72,16.26,20.96
"ACA1_151380","ACA1_151380","hypothetical protein",254.49,113.34,167.99,164.85
"ACA1_151400","ACA1_151400","hypothetical protein",40.14,134.14,101.03,86.52
"ACA1_152940","ACA1_152940","hypothetical protein",335.57,234.3,208.26,164.32
"ACA1_152950","ACA1_152950","ubiquitin-conjugating enzyme family protein",375.3,482.91,523.45,487.57
"ACA1_152960","ACA1_152960","malate dehydrogenase",369.12,290.52,215.08,196.54
"ACA1_153040","ACA1_153040","thioredoxin reductase 1, cytoplasmic, putative",175.85,101.82,77.89,73.76
"ACA1_153270","ACA1_153270","cytochrome b-like heme/steroid binding domain containing protein",355.02,149.43,138.51,175.82
"ACA1_153610","ACA1_153610","hypothetical protein",409.93,412.2,413.97,332.07
"ACA1_153650","ACA1_153650","pterin4-alpha-carbinolamine dehydratase",63.49,65.26,80.7,76.47
"ACA1_153660","ACA1_153660","DAD family protein",239.11,235.22,311.5,318.26
"ACA1_153690","ACA1_153690","hypothetical protein",48.1,106.96,9.02,2.98
"ACA1_154210","ACA1_154210","unspecified product",64.41,27.23,33.38,31.02
"ACA1_154230","ACA1_154230","hypothetical protein",256.51,127.79,137.31,109.26
"ACA1_154250","ACA1_154250","unspecified product",48.78,55.33,114.45,223.1
"ACA1_154550","ACA1_154550","unspecified product",133.5,97.78,63.7,75.4
"ACA1_154670","ACA1_154670","class II glutamine amidotransferase/glutamate synthase central domain containing protein",61.1,93.15,14.22,13.59
"ACA1_154680","ACA1_154680","unspecified product",70.25,112.89,17.7,13.96
"ACA1_155100","ACA1_155100","Tim10/DDP family zinc finger superfamily protein",92.3,90.22,119.2,91.86
"ACA1_155150","ACA1_155150","hypothetical protein",40.76,43.11,53.69,48.64
"ACA1_155160","ACA1_155160","hypothetical protein",71.45,64.08,53.05,46.48
"ACA1_155240","ACA1_155240","hypothetical protein",91.7,70.23,67.49,62.61
"ACA1_155260","ACA1_155260","Flap endonuclease 1 [Source:UniProtKB/TrEMBL;Acc:L8GZD0]",41.51,1.28,1.84,2.62
"ACA1_155420","ACA1_155420","unspecified product",109.48,99.92,103.26,120.18
"ACA1_155460","ACA1_155460","unspecified product",56.78,64.35,59.87,58.54
"ACA1_155480","ACA1_155480","unspecified product",419.98,1093.88,1006.07,879.37
"ACA1_155550","ACA1_155550","unspecified product",98.07,247.18,162.26,168.5
"ACA1_155560","ACA1_155560","aspartate aminotransferase, cytoplasmic, putative",49.23,45.89,26.2,19.95
"ACA1_155700","ACA1_155700","condensin complex component SMC1, putative",50.6,3.76,9.89,11.48
"ACA1_155770","ACA1_155770","paired amphipathic helix repeat-containing protein",91.3,83.62,109.65,165.98
"ACA1_155800","ACA1_155800","hypothetical protein",57.47,134.96,83.27,76.01
"ACA1_156080","ACA1_156080","aminoacylase 1, putative",47.58,60.58,64.89,79.5
"ACA1_156470","ACA1_156470","hypothetical protein",44.41,16.21,13.6,17.62
"ACA1_156480","ACA1_156480","SPFH domain / Band 7 family protein",106.58,100.05,93.89,106.33
"ACA1_156870","ACA1_156870","FAD/FMNcontaining oxidoreductase",124.35,345.04,522.62,352.87
"ACA1_157240","ACA1_157240","hypothetical protein",55.16,34.63,13.05,5.92
"ACA1_157270","ACA1_157270","DEAD box RNA helicase",197.99,3.73,6.98,9.63
"ACA1_157280","ACA1_157280","SYF2 splicing factor, putative",62.66,86.43,103.82,111.13
"ACA1_157330","ACA1_157330","adenylate kinase superfamily protein",49.93,61.63,58.31,63.65
"ACA1_157510","ACA1_157510","CMP/dCMP deaminase, zincbinding, putative",53.92,27.42,32.18,39.14
"ACA1_157540","ACA1_157540","Prokumamolisin, activation domain containing protein",41.02,27.25,32.82,23.53
"ACA1_157750","ACA1_157750","COMM domain containing 9, putative",110.12,58.37,97.2,100.95
"ACA1_157770","ACA1_157770","uracilDNA glycosylase",52.88,24.98,23.24,15.9
"ACA1_157890","ACA1_157890","RNA binding motif protein",96.91,8.04,10.12,11.11
"ACA1_157930","ACA1_157930","protein sey1, putative",57.95,21.54,27.13,31.75
"ACA1_157940","ACA1_157940","histidine acid phosphatase superfamily protein",89.35,37.36,47.73,56.47
"ACA1_157980","ACA1_157980","protein kinase domain containing protein",50.15,82.74,104.32,110.33
"ACA1_158020","ACA1_158020","hypothetical protein",59.57,106.05,94.55,91.47
"ACA1_158030","ACA1_158030","hypothetical protein",235.06,378.05,345.97,346.4
"ACA1_158040","ACA1_158040","Tim44 family domain containing protein",103.28,79.27,75.75,84.51
"ACA1_158170","ACA1_158170","ribosome biogenesis pescadillolike protein",143.85,19.14,19.45,21.62
"ACA1_158180","ACA1_158180","eukaryotic translation initiation factor eif2a protein",69.65,48.3,44.97,44.93
"ACA1_158190","ACA1_158190","hypothetical protein",60.39,48.93,39.67,43.28
"ACA1_158440","ACA1_158440","coiled-coil domain containing 53, putative",99.46,57.97,81.48,70.79
"ACA1_158450","ACA1_158450","ubiquitinconjugating enzyme, putative",146.38,143.2,123.54,134.83
"ACA1_158790","ACA1_158790","2cys peroxiredoxin, putative",137.5,275.33,249.65,241.71
"ACA1_158800","ACA1_158800","iron sulfur assembly protein 1, putative",62.73,88.07,93.12,136.48
"ACA1_158810","ACA1_158810","epsilon subunit of coatomer protein complex isoform 1, putative",133.39,181.16,170.25,176.51
"ACA1_158890","ACA1_158890","hypothetical protein",55.48,82.44,63.28,77.16
"ACA1_158920","ACA1_158920","hypothetical protein",41.89,35.67,40.4,46.41
"ACA1_158930","ACA1_158930","hypothetical protein",73.51,82.87,65.2,61.98
"ACA1_159020","ACA1_159020","hypothetical protein",80.88,15.71,19.23,27.8
"ACA1_159110","ACA1_159110","hypothetical protein",446.1,822.45,1155.36,1377.1
"ACA1_159130","ACA1_159130","hypothetical protein",68.42,60.71,49.03,57.05
"ACA1_159440","ACA1_159440","developmentally regulated GTP binding protein 2, putative",57.15,33.51,42.05,50.17
"ACA1_159830","ACA1_159830","proteasome subunit beta type4, putative",71.67,229.71,100.38,72.82
"ACA1_159960","ACA1_159960","MORN domain repeat containing protein",47.22,94.43,63.6,55.45
"ACA1_159980","ACA1_159980","anaphase promoting complex subunit 10-like family protein, putative",44.13,13.03,16.36,14.41
"ACA1_159990","ACA1_159990","hypothetical protein",73.95,18.32,16.51,20.43
"ACA1_160890","ACA1_160890","hypothetical protein",169.75,94.82,66.64,65.09
"ACA1_162240","ACA1_162240","peptidyl-prolyl cis-trans isomerase, parvulin-type, putative",157.52,8.07,11.79,16.33
"ACA1_162520","ACA1_162520","hypothetical protein",87.79,186.51,265.26,211.32
"ACA1_162660","ACA1_162660","hypothetical protein",159.8,130.91,135.11,163.11
"ACA1_163130","ACA1_163130","eukaryotic initiation factor, putative",418.43,164.08,203.89,204.78
"ACA1_163140","ACA1_163140","micropain, putative",102.8,342.04,185.38,139.73
"ACA1_163190","ACA1_163190","hypothetical protein",42.34,53.43,53.08,56.42
"ACA1_163390","ACA1_163390","hypothetical protein",84.18,115.25,58.74,55.07
"ACA1_163480","ACA1_163480","hypothetical protein",42.06,181.14,375.6,596.16
"ACA1_163660","ACA1_163660","hypothetical protein",50.71,58.02,54.43,64.55
"ACA1_163680","ACA1_163680","UBX domain containing protein",48.27,64.71,42.43,47.22
"ACA1_163820","ACA1_163820","transporter, major facilitator subfamily protein",41.46,4.33,5.44,7.3
"ACA1_163860","ACA1_163860","formate-tetrahydrofolate ligase",171.63,84.69,105.67,110.89
"ACA1_163870","ACA1_163870","hypothetical protein",44.21,8.76,8.88,8.95
"ACA1_163900","ACA1_163900","P18, putative",99.13,105.69,102.49,114.79
"ACA1_163930","ACA1_163930","zinc carboxypeptidase superfamily protein",39.7,60.58,58.79,57.02
"ACA1_164050","ACA1_164050","Antiquitin, putative",172.25,146.66,141.13,150.39
"ACA1_164060","ACA1_164060","hypothetical protein",77.51,59.64,97.14,127.74
"ACA1_164100","ACA1_164100","3oxoacid CoA transferase 1 isoform 3, putative",125.49,98.12,55.53,47.03
"ACA1_164110","ACA1_164110","hypothetical protein",104.57,177.25,59.84,45.31
"ACA1_164510","ACA1_164510","leucine rich repeat domain containing protein",53.17,33.21,32.94,31.13
"ACA1_164640","ACA1_164640","hypothetical protein",241.04,233.69,347.85,326.27
